conversion_rate,occupation,Id,business,Market_Rank,Biz_Street_Number_and_Name,Alt_BizPhone,Search_Location,Enriched_by,Date_Prospected,Prospected_by,Google_Search_Link,Stand_Alone_Website,Google_Search_Side_Profile__Y_N_,Google___of_Reviews,Google_Avg_Rating,Google_Lastest_Review__XXX_months_ago_,Angie_s_Search_Link,Angi_s_Profile_Link,Angi_s___of_Reviews,Angi_s_Avg_Rating,Angi_Lastest_Review_Date,Home_Advisor_Search_Link,HA_Profile_Link,HA___of_Reviews,HA_Avg_Rating,HA_Lastest_Review_Date,Yelp_Search_Link,Yelp_Profile_Link,Yelp___of_Reviews,Yelp___of_Reviews__that_are_not_recommended_,Yelp_Avg_Rating,Yelp__Lastest_Review_Date,Facebook_Search_Link,FB_URL,FB___of_Reviews,FB_Avg_Rating,FB_Latest_Review_Date,FB_Page_Likes,FB_Page_Follows,Instagram_Search_Link,IG_URL,IG_Follows,Month_Released,Occurence_in_MHF__Last_5_mos_,Month,Category,State,City,PostalCode,Phone,Email,DateAdded,sales_outcome,sales_outcome_date_mt,outcome_number_of_attempts,lead_status,lead_number_of_attempts,lead_converted_time,opportunity_id,opportunity_stage,opp_lead_pro_user_pk
0.0428,Handyman,00Q3q00001Zwks4EAB,Tomtechi Appliance Repair,,5563 DeZavala Ste 190,,HomeAdvisor,Maricor Villaluz,3/8/2022,Maricor Villaluz,"www.google.com/search?q=Tomtechi Appliance Repair in San Antonio, TX",https://www.tomtechi.com/,true,52,5.0,0.5,"www.google.com/search?q=Tomtechi Appliance Repair in San Antonio, TX site:angi.com",,,,,"www.google.com/search?q=Tomtechi Appliance Repair in San Antonio, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.TomtechiApplianceRepair.80306745.html,3,5.0,2020-08-31,"www.google.com/search?q=Tomtechi Appliance Repair in San Antonio, TX site:yelp.com",https://www.yelp.com/biz/tomtechi-appliance-repair-san-antonio,1,3,5.0,2022-02-01,"www.google.com/search?q=Tomtechi Appliance Repair in San Antonio, TX site:facebook.com",,,,,,,"www.google.com/search?q=Tomtechi Appliance Repair San Antonio, TX Instagram",,,,,March 2022,Appliance Repair or Maintenance,TX,San Antonio,78249,2102093029,tomtechi@hotmail.com,2022-03-10,Connection,2022-04-07,1,Unsuccessful,1,,,,
0.0768,Engineer and Technical Designer,00Q3q00001Zv8OWEAZ,"Locus Design Group, Ltd.",,"Littleton, CO",,HomeAdvisor,Karla Bagalay,3/7/2022,Karla Bagalay,"www.google.com/search?q=Locus Design Group, Ltd. in Denver, CO",https://www.locusdg.com/,true,,,,"www.google.com/search?q=Locus Design Group, Ltd. in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Locus Design Group, Ltd. in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/locus-architects,,,,"www.google.com/search?q=Locus Design Group, Ltd. in Denver, CO site:yelp.com",https://www.yelp.com/biz/locus-architects-denver,,,,,"www.google.com/search?q=Locus Design Group, Ltd. in Denver, CO site:facebook.com",https://www.facebook.com/LocusDG/,,,,64,66,"www.google.com/search?q=Locus Design Group, Ltd. Denver, CO Instagram",,,,,March 2022,Architectural Services,CO,Denver,,3039498184,info@locusdg.com,2022-03-10,Attempt,2022-03-30,3,Unsuccessful,3,,,,
0.0569,Electrician,00Q3q00001Zv8EYEAZ,210 Power Electric,,11619 Luckey Ledge,,HomeAdvisor,Karla Bagalay,3/8/2022,Karla Bagalay,"www.google.com/search?q=210 Power Electric in San Antonio, TX",https://210powerelectric.com/,true,,,,"www.google.com/search?q=210 Power Electric in San Antonio, TX site:angi.com",,,,,"www.google.com/search?q=210 Power Electric in San Antonio, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.Elecon.93892968.html,,,,"www.google.com/search?q=210 Power Electric in San Antonio, TX site:yelp.com",,,,,,"www.google.com/search?q=210 Power Electric in San Antonio, TX site:facebook.com",,,,,,,"www.google.com/search?q=210 Power Electric San Antonio, TX Instagram",,,,,March 2022,Electrical and Wiring Repair,TX,San Antonio,,2109952122,,2022-03-10,Connection,2022-03-16,2,Unsuccessful,2,,,,
0.0634,"Floor, Carpet, and Tile Specialist",00Q3q00001ZwkyuEAB,"A Handy Man, LLC",,"11757 W Ken Caryl Ave, Unit F-194 Littleton",,HomeAdvisor,Nhejy Chua,3/9/2022,Nhejy Chua,"www.google.com/search?q=A Handy Man, LLC in Denver, CO",http://iloveahandyman.com,true,13,5.0,1.0,"www.google.com/search?q=A Handy Man, LLC in Denver, CO site:angi.com",,,,,"www.google.com/search?q=A Handy Man, LLC in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.AHandyManLLC.41629507.html,20,5.0,2021-08-31,"www.google.com/search?q=A Handy Man, LLC in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=A Handy Man, LLC in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=A Handy Man, LLC Denver, CO Instagram",,,,,March 2022,Tile Installation and Replacement,CO,Denver,,7204365675,,2022-03-11,Attempt,2022-04-06,1,Unsuccessful,1,,,,
0.0591,Mover,00Q3q00001Zv8EpEAJ,Haul Away Clean-Up Service,,"Scottsdale, AZ",,HomeAdvisor,Karla Bagalay,3/9/2022,Karla Bagalay,"www.google.com/search?q=Haul Away Clean-Up Service in Phoenix, AZ",https://www.haulawaycleanup.com/,true,20,4.8,6.0,"www.google.com/search?q=Haul Away Clean-Up Service in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Haul Away Clean-Up Service in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/sp/haul-away-clean-up-services,,,,"www.google.com/search?q=Haul Away Clean-Up Service in Phoenix, AZ site:yelp.com",https://www.yelp.com/biz/haul-away-clean-up-services-phoenix-2,,,,,"www.google.com/search?q=Haul Away Clean-Up Service in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=Haul Away Clean-Up Service Phoenix, AZ Instagram",,,,,March 2022,Junk Removal,AZ,Phoenix,,6024701377,haulawaycleanup@gmail.com,2022-03-11,Attempt,2022-03-21,2,Unsuccessful,2,,,,
0.0311,General Contractor,00Q3q00001Zv8BqEAJ,DAC Construction Inc.,,"7848 Stuart Place, Westminster, CO",,HomeAdvisor,Edcelle Marie Parreno,3/9/2022,Edcelle Marie Parreno,"www.google.com/search?q=DAC Construction Inc. in Denver, CO",,true,,,,"www.google.com/search?q=DAC Construction Inc. in Denver, CO site:angi.com",,,,,"www.google.com/search?q=DAC Construction Inc. in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/d-a-c-construction,1,4.83,2004-12-29,"www.google.com/search?q=DAC Construction Inc. in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=DAC Construction Inc. in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=DAC Construction Inc. Denver, CO Instagram",,,,,March 2022,General Contracting,CO,Denver,,3034268155,,2022-03-11,Attempt,2022-03-22,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001ZwksKEAR,Russ & Bob Johnson Construction,,"6005 Porter Lane, Edina, MN",,HomeAdvisor,Edcelle Marie Parreno,3/8/2022,Edcelle Marie Parreno,"www.google.com/search?q=Russ & Bob Johnson Construction in Minneapolis, MN",,false,,,,"www.google.com/search?q=Russ & Bob Johnson Construction in Minneapolis, MN site:angi.com",https://www.angi.com/companylist/us/mn/st.-michael/russ-and-bob-johnson-construction-reviews-7751279.htm,3,5.0,2015-12-23,"www.google.com/search?q=Russ & Bob Johnson Construction in Minneapolis, MN site:homeadvisor.com",https://www.homeadvisor.com/sp/russ-bob-johnson-construction,,,,"www.google.com/search?q=Russ & Bob Johnson Construction in Minneapolis, MN site:yelp.com",,,,,,"www.google.com/search?q=Russ & Bob Johnson Construction in Minneapolis, MN site:facebook.com",,,,,,,"www.google.com/search?q=Russ & Bob Johnson Construction Minneapolis, MN Instagram",,,,,March 2022,General Contracting,MN,Minneapolis,,9529270931,,2022-03-10,Attempt,2022-04-11,2,Unsuccessful,2,,,,
0.0428,Handyman,00Q3q00001ZwlBCEAZ,"Allshire Building, LLC",,"151 South old Woodward Avenue, Suite 200 Birmingham",,HomeAdvisor,Nhejy Chua,3/15/2022,Nhejy Chua,"www.google.com/search?q=Allshire Building, LLC in Detroit, MI",https://www.allshirebuilding.com/,false,,,,"www.google.com/search?q=Allshire Building, LLC in Detroit, MI site:angi.com",,,,,"www.google.com/search?q=Allshire Building, LLC in Detroit, MI site:homeadvisor.com",https://www.homeadvisor.com/rated.AllshireBuildingLLC.81812593.html,14,4.9,2022-03-07,"www.google.com/search?q=Allshire Building, LLC in Detroit, MI site:yelp.com",,,,,,"www.google.com/search?q=Allshire Building, LLC in Detroit, MI site:facebook.com",,,,,,,"www.google.com/search?q=Allshire Building, LLC Detroit, MI Instagram",,,,,March 2022,Door Repair,MI,Detroit,48009,2486314883,info@allshirebuilding.com,2022-03-17,Attempt,2022-04-05,1,Unsuccessful,1,,,,
0.0886,HVAC Specialist,00Q3q00001ZwlBiEAJ,"Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO)",,"4970 Monaco St, Suite E Commerce City, CO",,HomeAdvisor,Maricor Villaluz,3/15/2022,Maricor Villaluz,"www.google.com/search?q=Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO) in Denver, CO",,false,,,,"www.google.com/search?q=Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO) in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO) in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/sears-carpet-care,6,4.31,2007-11-07,"www.google.com/search?q=Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO) in Denver, CO site:yelp.com",https://www.yelp.com/biz/sears-carpet-cleaning-and-air-duct-cleaning-commerce-city-4,5,2,1.0,2018-08-26,"www.google.com/search?q=Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO) in Denver, CO site:facebook.com",https://www.facebook.com/SearsClean.CommerceCity.CO/,,,,53,54,"www.google.com/search?q=Sears Carpet Cleaning & Air Duct Cleaning (Commerce City, CO) Denver, CO Instagram",,,,,March 2022,Duct and Vent Cleaning,CO,Denver,80022,7206448877,,2022-03-17,Attempt,2022-04-04,3,Unsuccessful,3,,,,
0.0931,Locksmith,00Q3q00001aNwGkEAK,Pop-A-Lock Sacramento,,"Sacramento, CA",,HomeAdvisor,Karla Bagalay,3/16/2022,Karla Bagalay,"www.google.com/search?q=Pop-A-Lock Sacramento in Sacramento, CA",https://www.popalock.com/franchise/sacramento-ca/,true,492,5.0,0.5,"www.google.com/search?q=Pop-A-Lock Sacramento in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=Pop-A-Lock Sacramento in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/sp/popalock-granite-bay-ca,23,4.83,2018-03-20,"www.google.com/search?q=Pop-A-Lock Sacramento in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/pop-a-lock-sacramento-sacramento-2,147,31,5.0,2022-03-17,"www.google.com/search?q=Pop-A-Lock Sacramento in Sacramento, CA site:facebook.com",https://www.facebook.com/SacLocksmith/,4,5.0,2021-04-21,123,153,"www.google.com/search?q=Pop-A-Lock Sacramento Sacramento, CA Instagram",,,,,March 2022,Lock Installation and Repair,CA,Sacramento,95814,9164368998,sacramentopopalock@gmail.com,2022-03-17,Pitch,2022-04-19,1,Unsuccessful,1,,,,
0.0634,"Floor, Carpet, and Tile Specialist",00Q3q00001aNagmEAC,King Tile,,2621 Hunters Moon Lane Matthews,,HomeAdvisor,Nhejy Chua,3/21/2022,Nhejy Chua,"www.google.com/search?q=King Tile in Charlotte, NC",,false,,,,"www.google.com/search?q=King Tile in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=King Tile in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/rated.JRConstruction.96139457.html,2,5.0,2020-12-17,"www.google.com/search?q=King Tile in Charlotte, NC site:yelp.com",,,,,,"www.google.com/search?q=King Tile in Charlotte, NC site:facebook.com",https://www.facebook.com/Kings-Ceramic-Tile-1091464620904013/,1,5.0,2019-06-24,229,234,"www.google.com/search?q=King Tile Charlotte, NC Instagram",,,,,March 2022,Floor Installation or Replacement,NC,Charlotte,28105,2525684108,,2022-03-25,Attempt,2022-04-11,2,Unsuccessful,2,,,,
0.0349,Cleaner,00Q3q00001W3VJZEA3,Pristine Cleaning Services,,"8414 Phillips Rd SW Olympia, WA",,HomeAdvisor,Sheryl Reyes,3/22/2022,Sheryl Reyes,"www.google.com/search?q=Pristine Cleaning Services in Tacoma, WA",,false,,,,"www.google.com/search?q=Pristine Cleaning Services in Tacoma, WA site:angi.com",,,,,"www.google.com/search?q=Pristine Cleaning Services in Tacoma, WA site:homeadvisor.com",https://www.homeadvisor.com/rated.PristineCleaning.110585469.html,1,4.0,2021-02-04,"www.google.com/search?q=Pristine Cleaning Services in Tacoma, WA site:yelp.com",,,,,,"www.google.com/search?q=Pristine Cleaning Services in Tacoma, WA site:facebook.com",https://www.facebook.com/pristinecleanwa/,,,,60,60,"www.google.com/search?q=Pristine Cleaning Services Tacoma, WA Instagram",,,,,March 2022,House Cleaning,WA,Tacoma,98506,3603592448,pristinecleaningrc@gmail.com,2022-03-25,Retired,2021-04-29,3,Retired,1,,,,416714201642622977
0.0412,Landscaper,00Q3q00001aNajYEAS,"AYA Retaining Walls and More
",,"6121 24th St
Rio Linda, CA",,HomeAdvisor,Angela Pastidio,3/22/2022,Angela Pastidio,"www.google.com/search?q=AYA Retaining Walls and More
 in Sacramento, CA",,true,,,,"www.google.com/search?q=AYA Retaining Walls and More
 in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=AYA Retaining Walls and More
 in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.AYARetainingWallsand.118568456.html,2,5.0,2021-08-28,"www.google.com/search?q=AYA Retaining Walls and More
 in Sacramento, CA site:yelp.com",https://m.yelp.com/biz/aya-retaining-walls-and-more-rio-linda,,,,,"www.google.com/search?q=AYA Retaining Walls and More
 in Sacramento, CA site:facebook.com",https://www.facebook.com/AYA-Retaining-Walls-and-More-103224411965075,,,,22,23,"www.google.com/search?q=AYA Retaining Walls and More
 Sacramento, CA Instagram",,,,,March 2022,Full Service Lawn Care,CA,Sacramento,95673,9168276546,ayarwam@icloud.com,2022-03-25,Retired,2022-04-21,4,Retired,4,,,,
0.0412,Landscaper,00Q3q00001aNaiYEAS,Edeness LPA LLC,,"2377 Gold Meadow Way Ste 100 Gold River, CA 

",,HomeAdvisor,Angela Pastidio,3/22/2022,Angela Pastidio,"www.google.com/search?q=Edeness LPA LLC in Sacramento, CA",https://edenesslpa.com/,true,1,5.0,9.0,"www.google.com/search?q=Edeness LPA LLC in Sacramento, CA site:angi.com",https://www.angi.com/companylist/us/ca/rancho-cordova/edeness-lpa-llc-reviews-10034244.htm,,,,"www.google.com/search?q=Edeness LPA LLC in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.Edeness.105945275.html,8,4.9,2021-06-09,"www.google.com/search?q=Edeness LPA LLC in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/edeness-lpa-gold-river-2,5,1,5.0,2022-03-01,"www.google.com/search?q=Edeness LPA LLC in Sacramento, CA site:facebook.com",,,,,,,"www.google.com/search?q=Edeness LPA LLC Sacramento, CA Instagram",,,,,March 2022,Full Service Lawn Care,CA,Sacramento,95670,9169430380,Admin@edenesslpa.com,2022-03-25,Attempt,2022-04-10,1,Unsuccessful,1,,,,
0.0428,Handyman,00Q3q00001aOlhJEAS,Bullseye Builder LLC,,7638 Westmore Circle,,HomeAdvisor,Nhejy Chua,4/4/2022,Nhejy Chua,"www.google.com/search?q=Bullseye Builder LLC in Indianapolis, IN",https://bullseyebuilders.com/,true,1,5.0,36.0,"www.google.com/search?q=Bullseye Builder LLC in Indianapolis, IN site:angi.com",,,,,"www.google.com/search?q=Bullseye Builder LLC in Indianapolis, IN site:homeadvisor.com",https://www.homeadvisor.com/rated.BullseyeBuilderLLC.72785572.html,14,4.9,2019-04-18,"www.google.com/search?q=Bullseye Builder LLC in Indianapolis, IN site:yelp.com",,,,,,"www.google.com/search?q=Bullseye Builder LLC in Indianapolis, IN site:facebook.com",,,,,,,"www.google.com/search?q=Bullseye Builder LLC Indianapolis, IN Instagram",,,,,April 2022,Door Installation,IN,Indianapolis,46214,7142024545,info@bullseyebuilders.com,2022-04-07,Attempt,2022-04-26,1,Unsuccessful,1,,,,
0.0886,HVAC Specialist,00Q3q00001aOlaWEAS,Top's Heating & Air Conditioning,,150 W Florida Ave,,HomeAdvisor,Karla Bagalay,4/12/2022,Karla Bagalay,"www.google.com/search?q=Top's Heating & Air Conditioning in Denver, CO",,false,,,,"www.google.com/search?q=Top's Heating & Air Conditioning in Denver, CO site:angi.com",https://www.angi.com/companylist/us/co/henderson/tops-heating-and-air-conditioning-reviews-2049922.htm,5,4.2,2019-09-03,"www.google.com/search?q=Top's Heating & Air Conditioning in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/tops-heating-and-air-conditioning,1,4.17,2005-08-10,"www.google.com/search?q=Top's Heating & Air Conditioning in Denver, CO site:yelp.com",https://www.yelp.com/biz/tops-heating-and-air-conditioning-denver-3,4,6,2.5,2021-09-25,"www.google.com/search?q=Top's Heating & Air Conditioning in Denver, CO site:facebook.com",https://www.facebook.com/Tops-Heat-AC-122302524494505/,1,5.0,2018-07-19,4,4,"www.google.com/search?q=Top's Heating & Air Conditioning Denver, CO Instagram",,,,,April 2022,Central Air Conditioning Installation or Replacement,CO,Denver,80223,3037337586,,2022-04-13,Connection,2022-05-15,3,Unsuccessful,3,,,,
0.0428,Handyman,00Q3q00001aOlU1EAK,Rays Appliance Service,,"19720 Forrer St

Detroit, MI",,HomeAdvisor,Ruby Rachel de Castro,4/12/2022,Ruby Rachel de Castro,"www.google.com/search?q=Rays Appliance Service in Detroit, MI",,true,18,4.6,4.0,"www.google.com/search?q=Rays Appliance Service in Detroit, MI site:angi.com",,,,,"www.google.com/search?q=Rays Appliance Service in Detroit, MI site:homeadvisor.com",https://www.homeadvisor.com/rated.RaysAppliance.20529072.html,238,4.8,2022-02-11,"www.google.com/search?q=Rays Appliance Service in Detroit, MI site:yelp.com",,,,,,"www.google.com/search?q=Rays Appliance Service in Detroit, MI site:facebook.com",,,,,,,"www.google.com/search?q=Rays Appliance Service Detroit, MI Instagram",,,,,April 2022,Appliance Repair or Maintenance,MI,Detroit,48235,3138360341,,2022-04-13,Attempt,2022-05-11,1,Unsuccessful,1,,,,
0.0497,Paver,00Q0Z00001Rr4CXUAZ,Pacific Concrete,,"1000 W Bradley Ave Ste J El Cajon, CA",,Yelp,Angela Pastidio,4/20/2022,Angela Pastidio,"www.google.com/search?q=Pacific Concrete in San Diego, CA",,true,46,5.0,2.0,"www.google.com/search?q=Pacific Concrete in San Diego, CA site:angi.com",,,,,"www.google.com/search?q=Pacific Concrete in San Diego, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Pacific Concrete in San Diego, CA site:yelp.com",https://www.yelp.com/biz/pacific-concrete-el-cajon-2?osq=cement+contractors,57,,5.0,2021-11-18,"www.google.com/search?q=Pacific Concrete in San Diego, CA site:facebook.com",https://www.facebook.com/pacificconcretesd,,,,317,,"www.google.com/search?q=Pacific Concrete San Diego, CA Instagram",,,,,April 2022,Concrete Installation,CA,San Diego,92020,6194995219,,2022-04-22,Attempt,2022-05-24,1,Unsuccessful,1,,,,371328772419026974
0.0497,Paver,00Q3q00001YQEWtEAP,Arias Concrete Contractor,,"Concord, CA",,Yelp,Angela Pastidio,4/20/2022,Angela Pastidio,"www.google.com/search?q=Arias Concrete Contractor in Oakland, CA",,false,,,,"www.google.com/search?q=Arias Concrete Contractor in Oakland, CA site:angi.com",,,,,"www.google.com/search?q=Arias Concrete Contractor in Oakland, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Arias Concrete Contractor in Oakland, CA site:yelp.com",https://www.yelp.com/biz/arias-concrete-contractor-concord,2,,5.0,2022-03-21,"www.google.com/search?q=Arias Concrete Contractor in Oakland, CA site:facebook.com",,,,,,,"www.google.com/search?q=Arias Concrete Contractor Oakland, CA Instagram",,,,,April 2022,Concrete Installation,CA,Oakland,94520,9258083598,,2022-04-22,Pitch,2021-09-30,2,Unsuccessful,2,,,,433744700530802716
0.0769,Plumber,00Q3q00001ZxNZREA3,911 Plumbing and Drain Rescue,,"San Diego, CA",,Yelp,Edcelle Marie Parreno,3/30/2022,Edcelle Marie Parreno,"www.google.com/search?q=911 Plumbing and Drain Rescue in San Diego, CA",,true,,,,"www.google.com/search?q=911 Plumbing and Drain Rescue in San Diego, CA site:angi.com",,,,,"www.google.com/search?q=911 Plumbing and Drain Rescue in San Diego, CA site:homeadvisor.com",,,,,"www.google.com/search?q=911 Plumbing and Drain Rescue in San Diego, CA site:yelp.com",https://www.yelp.com/biz/911-plumbing-and-drain-rescue-san-diego?osq=water+pipe+repair,36,6,4.5,2022-03-23,"www.google.com/search?q=911 Plumbing and Drain Rescue in San Diego, CA site:facebook.com",,,,,,,"www.google.com/search?q=911 Plumbing and Drain Rescue San Diego, CA Instagram",,,,,April 2022,Plumbing Pipe Repair,CA,San Diego,92128,6192230911,,2022-04-22,Connection,2022-05-26,2,Unsuccessful,1,,,,
0.0412,Landscaper,00Q3q00001aPdVQEA0,Ceballos Tree Services,,"Sacramento, CA",,Yelp,Karla Bagalay,4/21/2022,Karla Bagalay,"www.google.com/search?q=Ceballos Tree Services in Elk Grove, CA",https://ceballostreeservice.com/,true,4,5.0,6.0,"www.google.com/search?q=Ceballos Tree Services in Elk Grove, CA site:angi.com",https://www.angi.com/companylist/us/ca/sacramento/ceballos-tree-services-reviews-9777118.htm,,,,"www.google.com/search?q=Ceballos Tree Services in Elk Grove, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Ceballos Tree Services in Elk Grove, CA site:yelp.com",https://www.yelp.com/biz/ceballos-tree-services-sacramento,3,,5.0,2022-01-25,"www.google.com/search?q=Ceballos Tree Services in Elk Grove, CA site:facebook.com",https://www.facebook.com/ceballostreeservices/,1,5.0,2020-09-27,153,159,"www.google.com/search?q=Ceballos Tree Services Elk Grove, CA Instagram",https://www.instagram.com/ceballostreeservices/,626,,,April 2022,Tree Trimming and Removal,CA,Elk Grove,95824,5306403173,ceballostreeservices@gmail.com,2022-04-22,UNKNOWN,2022-05-05,1,Convert,1,2022-05-06T00:00:00Z,,,
0.0426,Furniture Service Specialist,00Q3q00001aPdVrEAK,Rudolph Pulley Refinishing,,"2002 Allis St

Annapolis",,Angi,Nhejy Chua,4/20/2022,Nhejy Chua,"www.google.com/search?q=Rudolph Pulley Refinishing in Baltimore, MD",,false,,,,"www.google.com/search?q=Rudolph Pulley Refinishing in Baltimore, MD site:angi.com",https://www.angi.com/companylist/us/md/annapolis/rudolph-pulley-refinishing-reviews-343791.htm,48,4.7,2021-02-08,"www.google.com/search?q=Rudolph Pulley Refinishing in Baltimore, MD site:homeadvisor.com",,,,,"www.google.com/search?q=Rudolph Pulley Refinishing in Baltimore, MD site:yelp.com",,,,,,"www.google.com/search?q=Rudolph Pulley Refinishing in Baltimore, MD site:facebook.com",,,,,,,"www.google.com/search?q=Rudolph Pulley Refinishing Baltimore, MD Instagram",,,,,April 2022,Furniture Repair,MD,Baltimore,21401,4102791777,,2022-04-29,Connection,2022-05-03,1,Unsuccessful,1,,,,
0.0468,Carpenter,00Q3q00001aQ384EAC,"Weber Services & Construction, LLC",,"8350 South Zephyr Street
Littleton, CO",,HomeAdvisor,Sheryl Reyes,4/11/2022,Sheryl Reyes,"www.google.com/search?q=Weber Services & Construction, LLC in Denver, CO",https://www.weberservicesconstruction.com/,false,,,,"www.google.com/search?q=Weber Services & Construction, LLC in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Weber Services & Construction, LLC in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.WeberServices.44656394.html,6,5.0,,"www.google.com/search?q=Weber Services & Construction, LLC in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=Weber Services & Construction, LLC in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=Weber Services & Construction, LLC Denver, CO Instagram",https://www.instagram.com/weberconstruction/?hl=en,193,,,April 2022,General Carpentry,CO,Denver,80128,7202342944,TWeber@weberbuilt.com,2022-04-29,New,2022-05-06,4,New,4,,,,
0.0634,"Floor, Carpet, and Tile Specialist",00Q3q00001aPdBiEAK,Fausto's help,,"Murrieta, CA",,Yelp,Maricor Villaluz,4/27/2022,Maricor Villaluz,"www.google.com/search?q=Fausto's help in Temecula, CA",,false,,,,"www.google.com/search?q=Fausto's help in Temecula, CA site:angi.com",,,,,"www.google.com/search?q=Fausto's help in Temecula, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Fausto's help in Temecula, CA site:yelp.com",https://www.yelp.com/biz/faustos-help-murrieta?osq=Floor+Installation,20,1,4.5,2021-12-15,"www.google.com/search?q=Fausto's help in Temecula, CA site:facebook.com",,,,,,,"www.google.com/search?q=Fausto's help Temecula, CA Instagram",,,,,April 2022,Floor Installation or Replacement,CA,Temecula,92562,9514385110,,2022-04-29,Connection,2022-05-04,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001aQ2h8EAC,McDaniel Construction Co.,,"533 Great Falls St., Falls Church, VA",,HomeAdvisor,Edcelle Marie Parreno,4/25/2022,Edcelle Marie Parreno,"www.google.com/search?q=McDaniel Construction Co. in Fairfax, VA",,false,,,,"www.google.com/search?q=McDaniel Construction Co. in Fairfax, VA site:angi.com",,,,,"www.google.com/search?q=McDaniel Construction Co. in Fairfax, VA site:homeadvisor.com",https://www.homeadvisor.com/sp/mcdaniel-construction-company,3,4.94,2012-05-29,"www.google.com/search?q=McDaniel Construction Co. in Fairfax, VA site:yelp.com",https://www.yelp.com/biz/mcdaniel-construction-company-vienna,,,,,"www.google.com/search?q=McDaniel Construction Co. in Fairfax, VA site:facebook.com",,,,,,,"www.google.com/search?q=McDaniel Construction Co. Fairfax, VA Instagram",,,,,April 2022,General Contracting,VA,Fairfax,22046,7032417874,,2022-04-29,Attempt,2022-06-02,1,Unsuccessful,1,,,,
0.0768,Engineer and Technical Designer,00Q3q00001YOd1CEAT,Lineworks Ltd.,,"3501 Woodhead Drive
Northbrook, IL",,HomeAdvisor,Maricor Villaluz,5/10/2022,Maricor Villaluz,"www.google.com/search?q=Lineworks Ltd. in Chicago, IL",http://lineworksltd.com/,false,,,,"www.google.com/search?q=Lineworks Ltd. in Chicago, IL site:angi.com",,,,,"www.google.com/search?q=Lineworks Ltd. in Chicago, IL site:homeadvisor.com",https://www.homeadvisor.com/sp/lineworks-ltd,,,,"www.google.com/search?q=Lineworks Ltd. in Chicago, IL site:yelp.com",https://www.yelp.com/biz/lineworks-northbrook,1,,5.0,2011-11-15,"www.google.com/search?q=Lineworks Ltd. in Chicago, IL site:facebook.com",,,,,,,"www.google.com/search?q=Lineworks Ltd. Chicago, IL Instagram",,,,,May 2022,Architectural Services,IL,Chicago,60062,8475645280,,2022-05-13,Connection,2022-05-23,1,Unsuccessful,1,,,,
